6.066580039999999840e+00 0.000000000000000000e+00 2.553293411019029918e+03
6.066580039999999840e+00 1.012499999999999956e+00 2.553293418439120160e+03
6.066580039999999840e+00 2.024999999999999911e+00 2.553293411024700163e+03
6.066580039999999840e+00 3.037500000000000089e+00 2.553293411068979822e+03
6.066580039999999840e+00 4.049999999999999822e+00 2.553293411276739789e+03
6.066580039999999840e+00 5.062500000000000000e+00 2.553293411018190000e+03
6.066580039999999840e+00 6.075000000000000178e+00 2.553293411228619789e+03
6.066580039999999840e+00 7.087500000000000355e+00 2.553293411882550117e+03
6.066580039999999840e+00 8.099999999999999645e+00 2.553293411021520114e+03
6.066580039999999840e+00 9.112500000000000711e+00 2.553293411019199993e+03
6.066580039999999840e+00 1.012500000000000000e+01 2.553293411028850187e+03
6.066580039999999840e+00 1.113749999999999929e+01 2.553293411016699793e+03
6.066580039999999840e+00 1.215000000000000036e+01 2.553293411028189894e+03
6.066580039999999840e+00 1.316249999999999964e+01 2.553293411049000042e+03
6.066580039999999840e+00 1.417500000000000071e+01 2.553293411018370080e+03
6.066580039999999840e+00 1.518750000000000000e+01 2.553293411117930191e+03
6.066580039999999840e+00 1.619999999999999929e+01 2.553293411050990017e+03
6.066580039999999840e+00 1.721249999999999858e+01 2.553293411019540144e+03
6.066580039999999840e+00 1.822500000000000142e+01 2.553293411026680133e+03
6.066580039999999840e+00 1.923750000000000071e+01 2.553293411388619916e+03
6.066580039999999840e+00 2.025000000000000000e+01 2.553293411033349912e+03
6.066580039999999840e+00 2.126249999999999929e+01 2.553293411016699793e+03
6.066580039999999840e+00 2.227499999999999858e+01 2.752012523843040071e+03
6.066580039999999840e+00 2.328750000000000142e+01 2.752012524247079909e+03
6.066580039999999840e+00 2.430000000000000071e+01 2.752012525194829777e+03
6.066580039999999840e+00 2.531250000000000000e+01 2.752012524296029824e+03
6.066580039999999840e+00 2.632499999999999929e+01 2.785042710529829947e+03
6.066580039999999840e+00 2.733749999999999858e+01 2.785042710491540220e+03
6.066580039999999840e+00 2.835000000000000142e+01 2.785042710493210052e+03
6.066580039999999840e+00 2.936250000000000071e+01 2.785042710490549780e+03
6.066580039999999840e+00 3.037500000000000000e+01 2.785042710486879969e+03
6.066580039999999840e+00 3.138749999999999929e+01 2.785042710507039828e+03
6.066580039999999840e+00 3.239999999999999858e+01 2.785042710560960131e+03
6.066580039999999840e+00 3.341250000000000142e+01 2.785042710494540188e+03
6.066580039999999840e+00 3.442499999999999716e+01 2.785042710499869827e+03
6.066580039999999840e+00 3.543750000000000000e+01 2.785042710490050013e+03
6.066580039999999840e+00 3.645000000000000284e+01 2.785042711700340078e+03
7.077676720000000365e+00 0.000000000000000000e+00 2.553293411588209892e+03
7.077676720000000365e+00 1.012499999999999956e+00 2.553293411026029844e+03
7.077676720000000365e+00 2.024999999999999911e+00 2.553293411381120222e+03
7.077676720000000365e+00 3.037500000000000089e+00 2.553293411771840056e+03
7.077676720000000365e+00 4.049999999999999822e+00 2.553293411055490196e+03
7.077676720000000365e+00 5.062500000000000000e+00 2.553293411209319856e+03
7.077676720000000365e+00 6.075000000000000178e+00 2.553293411668289991e+03
7.077676720000000365e+00 7.087500000000000355e+00 2.553293411021520114e+03
7.077676720000000365e+00 8.099999999999999645e+00 2.553293411064480097e+03
7.077676720000000365e+00 9.112500000000000711e+00 2.553293411040010142e+03
7.077676720000000365e+00 1.012500000000000000e+01 2.553293411147550160e+03
7.077676720000000365e+00 1.113749999999999929e+01 2.553293411025029854e+03
7.077676720000000365e+00 1.215000000000000036e+01 2.553293411024700163e+03
7.077676720000000365e+00 1.316249999999999964e+01 2.553293411017699782e+03
7.077676720000000365e+00 1.417500000000000071e+01 2.553293411227789875e+03
7.077676720000000365e+00 1.518750000000000000e+01 2.553293412121789970e+03
7.077676720000000365e+00 1.619999999999999929e+01 2.553293411024199941e+03
7.077676720000000365e+00 1.721249999999999858e+01 2.553293411081960130e+03
7.077676720000000365e+00 1.822500000000000142e+01 2.553293411115249910e+03
7.077676720000000365e+00 1.923750000000000071e+01 2.553293411067650140e+03
7.077676720000000365e+00 2.025000000000000000e+01 2.553293411025850219e+03
7.077676720000000365e+00 2.126249999999999929e+01 2.553293411269569788e+03
7.077676720000000365e+00 2.227499999999999858e+01 2.553293411019029918e+03
7.077676720000000365e+00 2.328750000000000142e+01 2.553293411039339844e+03
7.077676720000000365e+00 2.430000000000000071e+01 2.553293411015709808e+03
7.077676720000000365e+00 2.531250000000000000e+01 2.553293411021520114e+03
7.077676720000000365e+00 2.632499999999999929e+01 2.553293411017540166e+03
7.077676720000000365e+00 2.733749999999999858e+01 2.553293411029520030e+03
7.077676720000000365e+00 2.835000000000000142e+01 2.553293411111099886e+03
7.077676720000000365e+00 2.936250000000000071e+01 2.553293411132569872e+03
7.077676720000000365e+00 3.037500000000000000e+01 2.553293411052000010e+03
7.077676720000000365e+00 3.138749999999999929e+01 2.553293411019029918e+03
7.077676720000000365e+00 3.239999999999999858e+01 2.553293411116419975e+03
7.077676720000000365e+00 3.341250000000000142e+01 2.765880782536240076e+03
7.077676720000000365e+00 3.442499999999999716e+01 2.765880782574689874e+03
7.077676720000000365e+00 3.543750000000000000e+01 2.765880782527900010e+03
7.077676720000000365e+00 3.645000000000000284e+01 2.765880782494949926e+03
8.088773390000000063e+00 0.000000000000000000e+00 3.442765042557709876e+03
8.088773390000000063e+00 1.012499999999999956e+00 3.442765042214599816e+03
8.088773390000000063e+00 2.024999999999999911e+00 3.442765042212440221e+03
8.088773390000000063e+00 3.037500000000000089e+00 3.442765042218590224e+03
8.088773390000000063e+00 4.049999999999999822e+00 3.460258113743079775e+03
8.088773390000000063e+00 5.062500000000000000e+00 3.456974652711339786e+03
8.088773390000000063e+00 6.075000000000000178e+00 3.442765042215260110e+03
8.088773390000000063e+00 7.087500000000000355e+00 3.442765042216599795e+03
8.088773390000000063e+00 8.099999999999999645e+00 3.456974652633110054e+03
8.088773390000000063e+00 9.112500000000000711e+00 3.456974653073270019e+03
8.088773390000000063e+00 1.012500000000000000e+01 3.462925901579330002e+03
8.088773390000000063e+00 1.113749999999999929e+01 3.465564944418119921e+03
8.088773390000000063e+00 1.215000000000000036e+01 3.456974652705519929e+03
8.088773390000000063e+00 1.316249999999999964e+01 3.456974652651079850e+03
8.088773390000000063e+00 1.417500000000000071e+01 3.005043668576489836e+03
8.088773390000000063e+00 1.518750000000000000e+01 3.005043668019779943e+03
8.088773390000000063e+00 1.619999999999999929e+01 3.005043668020459791e+03
8.088773390000000063e+00 1.721249999999999858e+01 3.005043668004309893e+03
8.088773390000000063e+00 1.822500000000000142e+01 3.005043668015120147e+03
8.088773390000000063e+00 1.923750000000000071e+01 3.005043668051249824e+03
8.088773390000000063e+00 2.025000000000000000e+01 3.005043668003139828e+03
8.088773390000000063e+00 2.126249999999999929e+01 3.005043667995480064e+03
8.088773390000000063e+00 2.227499999999999858e+01 3.005043668883470218e+03
8.088773390000000063e+00 2.328750000000000142e+01 3.005043667998640103e+03
8.088773390000000063e+00 2.430000000000000071e+01 3.005043668028280081e+03
8.088773390000000063e+00 2.531250000000000000e+01 3.203762781634559815e+03
8.088773390000000063e+00 2.632499999999999929e+01 3.203762780639359789e+03
8.088773390000000063e+00 2.733749999999999858e+01 3.217631039488700026e+03
8.088773390000000063e+00 2.835000000000000142e+01 3.217631040655709967e+03
8.088773390000000063e+00 2.936250000000000071e+01 3.217631039451250217e+03
8.088773390000000063e+00 3.037500000000000000e+01 3.217631039747920113e+03
8.088773390000000063e+00 3.138749999999999929e+01 3.217631039449080163e+03
8.088773390000000063e+00 3.239999999999999858e+01 3.203762780741739789e+03
8.088773390000000063e+00 3.341250000000000142e+01 3.203762780882910192e+03
8.088773390000000063e+00 3.442499999999999716e+01 3.217631039470570158e+03
8.088773390000000063e+00 3.543750000000000000e+01 3.217631039452260211e+03
8.088773390000000063e+00 3.645000000000000284e+01 3.217631039450090157e+03
9.099870060000000649e+00 0.000000000000000000e+00 2.553293412291759978e+03
9.099870060000000649e+00 1.012499999999999956e+00 2.553293411238279987e+03
9.099870060000000649e+00 2.024999999999999911e+00 2.553293411019700216e+03
9.099870060000000649e+00 3.037500000000000089e+00 2.553293411187669790e+03
9.099870060000000649e+00 4.049999999999999822e+00 2.553293411033509983e+03
9.099870060000000649e+00 5.062500000000000000e+00 2.553293411026680133e+03
9.099870060000000649e+00 6.075000000000000178e+00 2.553293411076459961e+03
9.099870060000000649e+00 7.087500000000000355e+00 2.553293411036499947e+03
9.099870060000000649e+00 8.099999999999999645e+00 2.553293411053819909e+03
9.099870060000000649e+00 9.112500000000000711e+00 2.553293411049340193e+03
9.099870060000000649e+00 1.012500000000000000e+01 2.553293411076129814e+03
9.099870060000000649e+00 1.113749999999999929e+01 2.553293411026189915e+03
9.099870060000000649e+00 1.215000000000000036e+01 2.553293411025349997e+03
9.099870060000000649e+00 1.316249999999999964e+01 2.553293411092789938e+03
9.099870060000000649e+00 1.417500000000000071e+01 2.553293411058150014e+03
9.099870060000000649e+00 1.518750000000000000e+01 3.005043668004800111e+03
9.099870060000000649e+00 1.619999999999999929e+01 3.005043668006129792e+03
9.099870060000000649e+00 1.721249999999999858e+01 3.005043668075220012e+03
9.099870060000000649e+00 1.822500000000000142e+01 3.005043668080710177e+03
9.099870060000000649e+00 1.923750000000000071e+01 3.005043668225549936e+03
9.099870060000000649e+00 2.025000000000000000e+01 3.005043668008790064e+03
9.099870060000000649e+00 2.126249999999999929e+01 3.005043668017459822e+03
9.099870060000000649e+00 2.227499999999999858e+01 3.005043668002299910e+03
9.099870060000000649e+00 2.328750000000000142e+01 3.005043668150809935e+03
9.099870060000000649e+00 2.430000000000000071e+01 3.005043668001129845e+03
9.099870060000000649e+00 2.531250000000000000e+01 3.005043668027599779e+03
9.099870060000000649e+00 2.632499999999999929e+01 3.005043668212400007e+03
9.099870060000000649e+00 2.733749999999999858e+01 3.005043673386040155e+03
9.099870060000000649e+00 2.835000000000000142e+01 3.005043667996149907e+03
9.099870060000000649e+00 2.936250000000000071e+01 3.005043668066070040e+03
9.099870060000000649e+00 3.037500000000000000e+01 3.005043668027939930e+03
9.099870060000000649e+00 3.138749999999999929e+01 3.005043668119999893e+03
9.099870060000000649e+00 3.239999999999999858e+01 3.005043668151799920e+03
9.099870060000000649e+00 3.341250000000000142e+01 3.005043668085540048e+03
9.099870060000000649e+00 3.442499999999999716e+01 3.217631039537830020e+03
9.099870060000000649e+00 3.543750000000000000e+01 3.217631039483550012e+03
9.099870060000000649e+00 3.645000000000000284e+01 3.217631040146459782e+03
1.011096674000000029e+01 0.000000000000000000e+00 2.553293413460759893e+03
1.011096674000000029e+01 1.012499999999999956e+00 2.553293411134060079e+03
1.011096674000000029e+01 2.024999999999999911e+00 2.553293411024019861e+03
1.011096674000000029e+01 3.037500000000000089e+00 2.553293411032850145e+03
1.011096674000000029e+01 4.049999999999999822e+00 2.553293411020690201e+03
1.011096674000000029e+01 5.062500000000000000e+00 2.553293411411410034e+03
1.011096674000000029e+01 6.075000000000000178e+00 2.553293411024520083e+03
1.011096674000000029e+01 7.087500000000000355e+00 2.553293411020690201e+03
1.011096674000000029e+01 8.099999999999999645e+00 2.553293411055989964e+03
1.011096674000000029e+01 9.112500000000000711e+00 2.553293411018869847e+03
1.011096674000000029e+01 1.012500000000000000e+01 2.553293411019360065e+03
1.011096674000000029e+01 1.113749999999999929e+01 2.553293412160080152e+03
1.011096674000000029e+01 1.215000000000000036e+01 2.553293411014879894e+03
1.011096674000000029e+01 1.316249999999999964e+01 2.553293411022360033e+03
1.011096674000000029e+01 1.417500000000000071e+01 2.553293412691969934e+03
1.011096674000000029e+01 1.518750000000000000e+01 2.553293411022530108e+03
